medcode,readterm,cci_1mi,cci_1ccf,cci_1pad,cci_1stroke,cci_1dement,cci_1resp,cci_1ctd,cci_1peptic,cci_1liver,cci_2hemi,cci_2renal,cci_2diabcomp,cci_2cancer,cci_2leuk,cci_2lymph,cci_3liver,cci_6mets,cci_6hiv
47584,Advanced diabetic retinal disease,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
26054,Type 2 diabetes mellitus with persistent proteinuria,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
30323,Type 1 diabetes mellitus with persistent proteinuria,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
60796,Type II diabetes mellitus with persistent proteinuria,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
102620,Type I diabetes mellitus with persistent microalbuminuria,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
18390,Type 2 diabetes mellitus with persistent microalbuminuria,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
318,Malignant neoplasm of glottis,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
319,MALIGNANT NEOPLASM OF LARYNX,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
348,CA FEMALE BREAST,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
579,[M]Malignant melanoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
779,MALIGNANT NEOPLASM OF URINARY BLADDER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
780,Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
865,Malignant melanoma of skin,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
876,Basal cell carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1056,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED SITE NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1062,Malignant neoplasm of oesophagus,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1220,MALIGNANT NEOPLASM OF COLON,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1599,Malignant neoplasm of kidney parenchyma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1624,[M]SQUAMOUS CELL CARCINOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1800,MALIGNANT NEOPLASM OF RECTUM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1940,RODENT ULCER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1986,CANCER OF OVARY,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2123,[M]Neuroblastoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2272,[M]ADENOCARCINOMAS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2492,Malignant neoplasm of skin NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2587,LUNG CANCER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2744,"MALIGNANT NEOPLASM OF UTERUS, PART UNSPECIFIED",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2747,MALIGNANT NEOPLASM OF CERVIX UTERI,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2755,CANCERS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2815,MALIGNANT NEOPLASM OF SIGMOID COLON,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2890,MALIGNANT NEOPLASM OF ENDOMETRIUM OF CORPUS UTERI,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2961,SEMINOMA OF TESTIS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3028,[M]Basal cell carcinoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3213,Malignant neoplasm of corpus uteri,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3230,CERVICAL CARCINOMA (UTERUS),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3357,Carcinoma of digestive organs and peritoneum,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3445,EPITHELIOMA BASAL CELL,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3541,MALIGNANT NEOPLASM OF PENIS AND OTHER MALE GENITAL ORGANS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3811,MALIGNANT NEOPLASM OF CAECUM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3903,MALIGNANT NEOPLASM OF BRONCHUS OR LUNG NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3968,Malignant neoplasm of female breast,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3969,[M]INTRACYSTIC CARCINOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4118,[M]MYXOID CHONDROSARCOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4218,Malignant neoplasm of parathyroid gland,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4388,Malignant neoplasm of parotid gland,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4473,[M]Ewing's sarcoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4554,Malignant neoplasm of vulva unspecified,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4555,MALIG NEOP OF OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4632,Other malignant neoplasm of skin,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4852,[M]VERRUCOUS SQUAMOUS CELL CARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4865,OESOPHAGEAL CANCER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5052,[M]Osteogenic sarcoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5069,MECKEL'S DIVERTICULUM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5136,CHORIOCARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5637,MALIGNANT NEOPLASM OF THYROID GLAND,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5901,RECTAL CARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6203,"[M]PAPILLARY SEROUS CYSTADENOMA, BORDERLINE MALIGNANCY",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6436,[M]Transitional cell carcinoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6806,MALIGNANT NEOPLASM OF SMALL INTESTINE AND DUODENUM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6935,Malignant neoplasm of transverse colon,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6966,[M]Spindle cell carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7046,Malignant neoplasm of body of uterus,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7219,CARCINOMA OF RECTUM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7319,[M]INFILTRATING DUCTULAR CARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7476,[M]SEMINOMAS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7484,Mesothelioma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7628,H/O: cancer,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7740,Seminoma of undescended testis,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7761,H/O Malignant melanoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7805,MALIGNANT NEOPLASM OF OVARY,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7856,[M]DEDIFFERENTIATED LIPOSARCOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7900,H/O: carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7941,[M]CHONDROSARCOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7967,[M]Squamous cell neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7978,Hypernephroma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7982,Malignant neoplasm of common bile duct,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8085,[M]SARCOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8088,[M]Fibromyxosarcoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8166,MALIGNANT NEOPLASM OF PANCREAS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8328,"[M]ASTROCYTOMA, ANAPLASTIC TYPE",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8351,[M]Infiltrating duct carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8386,Malignant neoplasm of stomach,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8523,[M]Glioma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8524,[M]ADENOACANTHOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8547,[M]Astrocytoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8550,Malignant neoplasm of pituitary gland,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8627,"[M]TUMOUR CELLS, MALIGNANT",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8660,[M]OSTEOSARCOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8693,Carcinoma of other and unspecified sites,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8695,[M]Carcinoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8711,[M]CHOLANGIOCARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8771,Malignant neoplasm of head of pancreas,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8918,Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8930,[M]Adenocarcinoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9030,MALIGNANT NEOPLASM OF OTHER AND ILL-DEFINED SITES,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9088,MALIGNANT NEOPLASM OF HEPATIC FLEXURE OF COLON,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9118,COLONIC CANCER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9156,[M]Oat cell carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9237,Malignant neoplasm of larynx NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9291,[M]Small cell carcinoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9444,[V]Personal history of malignant neoplasm of genital organ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9447,[M]ENDOMETRIOID CARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9470,MALIGNANT NEOPLASM OF FEMALE BREAST NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9491,ANAL CARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9575,[M]GLIOBLASTOMA MULTIFORME,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9600,MESOTHELIOMA OF PLEURA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9622,Malignant neoplasm of cauda equina,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9712,[M]Papillary transitional cell carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9815,[X]Personal history of other neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9859,[M]Seminoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9885,[M]Basal cell carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9902,"CARCINOMA OF BONE, CONNECTIVE TISSUE, SKIN AND BREAST",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9965,CANCER CARE PLAN,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9984,Carcinoma of lip,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10178,Gleason grading of prostate cancer,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10283,Malignant neoplasm of tongue,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10332,CANCER PRIMARY HEALTHCARE MULTIDISCIPLINARY TEAM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10335,CANCER CONFIRMED,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10358,"MALIGNANT NEOPLASM OF UPPER LOBE, BRONCHUS OR LUNG",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10541,[M]PAPILLARY CARCINOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10588,[M]LEIOMYOSARCOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10668,[M]Renal cell carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10698,MALIGNANT NEOPLASM OF VAGINAL VAULT,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10851,Cerebral tumour - malignant,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10864,MALIGNANT NEOPLASM OF DESCENDING COLON,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10946,MALIGNANT NEOPLASM OF ASCENDING COLON,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10949,Malignant neoplasm of ampulla of Vater,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10995,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED SITES,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11009,MALIG NEOP OTH/ILL-DEFINED SITES DIGESTIVE TRACT/PERITONEUM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11035,PRIMARY MALIGNANT NEOPLASM OF UNKNOWN SITE,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11075,CANCER DIAGNOSIS DISCUSSED WITH SIGNIFICANT OTHER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11628,CANCER OF BOWEL,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11834,EXCISION BIOPSY OF RODENT ULCER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11922,[M]LENTIGO MALIGNA MELANOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11991,Primary vulval cancer,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12106,[V]Personal history of malignant neoplasm,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12300,"[M]Paget's disease, mammary",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12309,[M]Gliomas,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12388,[M]UROTHELIAL CARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12389,MALIGNANT NEOPLASM OF RENAL PELVIS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12427,[M]LOBULAR CARCINOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12480,[M]PAGET'S DISEASE AND INTRADUCTAL CARCINOMA OF BREAST,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12490,Malignant neoplasm of nose NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12492,H/O: neoplasm,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12497,[M]MUCINOUS ADENOCARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12499,[X]Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12539,SARCOMA OF BONE AND CONNECTIVE TISSUE,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12580,[M]ADENOSQUAMOUS CARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12582,MALIGNANT NEOPLASM OF LOWER LOBE OF LUNG,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12609,"[M]CARCINOMA, ANAPLASTIC TYPE, NOS",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12870,MALIGNANT NEOPLASM OF MAIN BRONCHUS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
13243,"Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
13252,Malignant neoplasm of genitourinary organ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
13559,Malig neop of kidney and other unspecified urinary organs,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
13574,[M]METATYPICAL CARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
14712,MALIGNANT NEOPLASM OF LIP,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
14792,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED PARTS OF MOUTH,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
14800,Malignant neoplasm of stomach NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15148,Malignant neoplasm of testis,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15182,"Malignant neoplasm of connective and soft tissue, site NOS",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15221,MALIGNANT NEOPLASM OF TRACHEA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15223,MALIGNANT NEOPLASM OF URETER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15419,[M]Hypernephroma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15644,MALIGNANT NEOPLASM OF URETHRA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15684,Malignant neoplasm of frontal sinus,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15709,Malignant neoplasm of digestive organs and peritoneum,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15711,Malignant neoplasm cerebrum (excluding lobes and ventricles),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15868,"MALIGNANT NEOPLASM OF SKIN OF TRUNK, EXCLUDING SCROTUM, NOS",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15907,MALIGNANT NEOPLASM GALLBLADDER/EXTRAHEPATIC BILE DUCTS NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15976,MALIGNANT NEOPLASM OF ABDOMEN,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
15991,Malignant neoplasm of choroid,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16075,MALIGNANT NEOPLASM OF BONE AND ARTICULAR CARTILAGE NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16105,MALIGNANT NEOPLASM OF GALLBLADDER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16126,PRIMARY CARCINOMA OF LIVER,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16146,[M]Adenocarcinoma with squamous metaplasia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16202,MALIGNANT NEOPLASM OF SKIN OF NOSE (EXTERNAL),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16241,MALIGNANT NEOPLASM OF TONSIL,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16280,MALIGNANT NEOPLASM OF NECK NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16297,Malignant neoplasm of pharynx unspecified,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16298,Malignant neoplasm of retroperitoneum and peritoneum NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16639,[V]Personal history of malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16677,[M]MEDULLARY CARCINOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16704,Malignant neoplasm of vertebral column,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16723,[M]BRONCHIOLAR CARCINOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16874,CARCINOMA OF GENITOURINARY ORGAN,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16902,[M]Basal cell adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16915,Malignant neoplasm of intrahepatic bile ducts,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16967,Malignant neoplasm of overlapping lesion of corpus uteri,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17064,H/O: malignant neoplasm (*),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17212,[M]RHABDOID SARCOMA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17232,[M]Amelanotic melanoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17314,[M]WILMS' TUMOUR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17391,Malignant neoplasm of carina of bronchus,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17475,Malignant neoplasm of maxilla,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17559,"MALIGNANT NEOPLASM OF INTESTINAL TRACT, PART UNSPECIFIED",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17841,MALIGNANT NEOPLASM OF GLANS PENIS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17874,MESOTHELIOMA OF PERITONEUM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17912,"Malignant neoplasm, overlapping lesion of floor of mouth",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18245,Malignant neoplasm of skin of lip,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18270,EXCISION MALIGNANT SKIN TUMOUR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18314,Malignant neoplasm of bone and articular cartilage,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18354,Malignant neoplasm of other specified skin sites,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18503,GLEASON PROSTATE GRADE 2-4 (LOW),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18608,"Malig neop of bone, connective tissue, skin and breast",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18612,Gleason prostate grade 5-7 (medium),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18613,MALIGNANT NEOPLASM OF DUODENUM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18617,Malignant neoplasm of brain,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18618,Malignant neoplasm of skin of abdominal wall,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18619,MALIGNANT NEOPLASM OF SPLENIC FLEXURE OF COLON,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18632,Malignant neoplasm of appendix,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18678,Malignant neoplasm of lower lobe bronchus,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18712,RENAL MALIGNANT NEOPLASM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18771,[M]Clear cell sarcoma of kidney,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18866,H/O: malignancy,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18882,MALIGNANT NEOPLASM OF OVERLAPPING LESION OF LIP,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19092,Dukes stage B,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19141,Malignant neoplasm of ovary and other uterine adnexa,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19144,[X]Melanoma and other malignant neoplasms of skin,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19162,Malignant neoplasm of anterior wall of urinary bladder,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19226,Malignant neoplasm of parietal lobe,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19318,Malignant neoplasm of pyloric antrum of stomach,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19321,MALIGNANT NEOPLASM OF CONNECTIVE AND SOFT TISSUE OF HAND,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19334,[M]Carcinosarcoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19389,"MALIG NEOP OF BONE, CONNECTIVE TISSUE, SKIN AND BREAST OS",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19415,"MALIGNANT NEOPLASM OF LIP, ORAL CAVITY AND PHARYNX",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19423,MALIGNANT NEOPLASM OF MALE BREAST,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19437,Osteosarcoma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19444,"[X]MALIGNANT MELANOMA OF SKIN, UNSPECIFIED",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
19475,Malignant neoplasm of descended testis,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
20084,[M]EPENDYMOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
20092,Malignant neoplasm of floor of mouth,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
20160,MALIGNANT NEOPLASM OF EYE,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
